model,model_slug,qp,idx,cot_outcome,no_cot_outcome,cot_pred,no_cot_pred,ground_truth,no_cot_visible_reasoning,no_cot_refusal,no_cot_note
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2279,correct,correct,1,1,1,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2332,correct,correct,46,46,46,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2350,correct,correct,56,56,56,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2416,correct,correct,2,2,2,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2447,correct,correct,5,5,5,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2507,correct,correct,192,192,192,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2524,correct,correct,83,83,83,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2577,correct,correct,30,30,30,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2637,correct,correct,\frac{4036082}{4036081},\frac{4036082}{4036081},\frac{4036082}{4036081},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2673,correct,correct,3\pi/8,\frac{3\pi}{8},\frac{3\pi}{8},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2748,correct,correct,\frac{1}{2n},\frac{1}{2n},\frac{1}{2n},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2752,incorrect,incorrect,2^{\lfloorn/2\rfloor+1}+2^{\lceiln/2\rceil}-3,2p(n)-1,2^{n-1},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,30,correct,incorrect,53.125,"10,\frac{425}{8}",6.25^2+3.75^2,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,64,incorrect,incorrect,45,45,{\angleNMB\cong45\cong\frac{\pi}{4}},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,82,correct,correct,\frac{1}{12},\frac{1}{12},\frac{1}{12},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,89,correct,no_box_violation,33,NO_BOX,33,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,190,correct,correct,\frac{1170}{19},\frac{1170}{19},\frac{1170}{19},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,224,instructed_no_box_abstention,correct,NO_BOX,\frac{846\sqrt{3}}{49},\frac{846\sqrt{3}}{49},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,254,correct,correct,436,436,436,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,258,correct,incorrect,10,2,10,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,280,correct,correct,17,17,17,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,303,incorrect,correct,7,729,729,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,323,incorrect,correct,5120000000,21474836480,327680\cdot2^{16},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,412,correct,correct,4002001,4002001,4002001,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,413,correct,incorrect,4,1,4,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,427,correct,correct,\frac{256}{7},\frac{256}{7},\frac{256}{7},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,530,incorrect,incorrect,1000,6000,1409,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,535,correct,correct,168+48\sqrt{7},168+48\sqrt{7},168+48\sqrt{7},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,539,instructed_no_box_abstention,no_box_violation,NO_BOX,NO_BOX,516,True,False,"Visible solution with no boxed answer: protocol violation, not abstention."
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,613,correct,correct,20160,20160,20160,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,627,incorrect,correct,126,105,105,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,650,correct,correct,2^{4032}-1009\cdot2^{2016},2^{4032}-1009\cdot2^{2016},2^{2015}\cdot(2^{2017}-2018),True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,742,incorrect,incorrect,20,20,80,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,744,correct,correct,100,100,100,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,751,incorrect,incorrect,5\pi/2,\frac{5\pi}{2},\frac{2\pi-\sqrt{3}}{2},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,760,correct,correct,5,5,5,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,855,instructed_no_box_abstention,correct,NO_BOX,24,24,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,873,explicit_abstention,explicit_abstention,UNSURE,UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,878,correct,correct,29,29,29,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,903,correct,correct,\frac{11}{3},\frac{11}{3},\frac{11}{3},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,933,correct,correct,32,32,32,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,936,correct,correct,\frac{n^2-3n+4}{2},\frac{n^2-3n+4}{2},\binom{n}{2}-(n-2),True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1024,correct,correct,6,6,6,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1053,correct,correct,4,4,4,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1059,incorrect,incorrect,n-2,n-2,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1067,correct,correct,41,41,41,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1082,correct,correct,64,64,64,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1134,correct,correct,320,320,320,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1184,correct,correct,4,4,4,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1189,correct,correct,1872,1872,1872,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1199,correct,correct,\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1207,correct,correct,72,72,72,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1244,correct,correct,\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1256,correct,correct,1,1,1,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1260,correct,correct,\frac{175}{1296},\frac{175}{1296},\frac{175}{1296},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1331,correct,correct,37,37,37,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1342,correct,correct,470,470,470,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1362,correct,correct,55,55,55,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1401,correct,correct,\frac{1}{9},\frac{1}{9},\frac{1}{9},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1404,correct,correct,673,673,673,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1459,correct,correct,899,899,899,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1464,correct,correct,356,356,356,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1470,correct,correct,\frac{592}{969},\frac{592}{969},\frac{592}{969},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1534,correct,correct,153,153,153,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1541,correct,correct,153,153,153,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1564,correct,correct,134610,134610,134610,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1638,correct,correct,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1671,correct,correct,1980,1980,1980,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1683,correct,correct,26,26,26,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1701,correct,correct,\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1723,correct,correct,5,5,5,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1724,instructed_no_box_abstention,no_box_violation,NO_BOX,NO_BOX,12,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1733,instructed_no_box_abstention,correct,NO_BOX,100,100,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1758,correct,correct,225,225,225,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1765,correct,correct,342,342,342,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1768,instructed_no_box_abstention,correct,NO_BOX,35,35,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1770,correct,correct,144,144,144,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1774,correct,correct,3,3,3,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1794,correct,correct,5460,5460,5460,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1803,correct,correct,2-\frac{\pi}{2},2-\frac{\pi}{2},2-\frac{\pi}{2},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1815,correct,correct,\frac{2}{9},\frac{2}{9},\frac{2}{9},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1821,correct,correct,\frac{153}{1180},\frac{153}{1180},\frac{153}{1180},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1852,correct,correct,\frac{1}{1296},\frac{1}{1296},\frac{1}{1296},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,1953,incorrect,correct,\frac{107}{324},\frac{5}{12},\frac{5}{12},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2011,instructed_no_box_abstention,correct,NO_BOX,314,314,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2034,correct,correct,\frac{5}{3},\frac{5}{3},\frac{5}{3},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2041,correct,correct,2^{2013}-6036,2^{2013}-6036,2^{2013}-6036,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2074,instructed_no_box_abstention,correct,NO_BOX,7295,7295,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2090,correct,correct,1008.5,1008.5,\frac{2017}{2},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2115,correct,correct,820,820,820,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2118,correct,correct,14,14,14,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2128,correct,correct,\frac{108}{665},\frac{108}{665},\frac{108}{665},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2130,correct,correct,7,7,7,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2133,correct,correct,\frac{163}{256},\frac{163}{256},\frac{163}{256},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2197,correct,correct,117,117,117,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2201,correct,correct,71,71,71,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2227,correct,correct,6,6,6,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2242,correct,correct,0,0,0,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2279,correct,correct,1,1,1,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2332,correct,correct,46,46,46,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2350,correct,correct,56,56,56,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2416,correct,correct,2,2,2,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2447,correct,correct,5,5,5,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2507,correct,correct,192,192,192,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2524,correct,correct,83,83,83,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2577,correct,correct,30,30,30,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2637,correct,correct,\frac{4036082}{4036081},\frac{4036082}{4036081},\frac{4036082}{4036081},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2673,correct,correct,\frac{3\pi}{8},\frac{3\pi}{8},\frac{3\pi}{8},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2748,correct,correct,\frac{1}{2n},\frac{1}{2n},\frac{1}{2n},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP7,2752,incorrect,incorrect,F_{n+2}-1,\sum_{k=0}^{n-1}p(k),2^{n-1},True,False,
